id,grade,unit,sourceZip,sourceImage,sourcePage,sectionType,sectionTypes,clarity,sourceStatus,verificationStatus,contentOrigin,ocrCharacterCount,sha256
g3-068,3,4,anh_tam(3).zip,068.png,52–67 · ảnh 6/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | CLIL/Content | Listening | Speaking/Communication | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1652,3be17081f673e1c89b40baa400d18010de6967c6fa5ec0c11b9a55256ef9dd00
g3-069,3,4,anh_tam(3).zip,069.png,52–67 · ảnh 7/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1607,75221f59556387664127ae22e75496ddec70b528b4c00f6d05d41400d6de50d8
g3-070,3,4,anh_tam(3).zip,070.png,52–67 · ảnh 8/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Vocabulary 2 | Reading 2 | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1227,7d9995e83a12d094a205993cb6a11d81b8a7b3a677da0141f8c403efa19ef336
g3-071,3,4,anh_tam(3).zip,071.png,52–67 · ảnh 9/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Pronunciation | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1056,67d7d624ea4d215d9658bf43a5fe0916c53a27518d27bf56f3cfbf8286fc7411
g3-072,3,4,anh_tam(3).zip,072.png,52–67 · ảnh 10/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2108,8cb7891fb60a4f52d9aea92ca85737fded0f61542e536b174fcef331e0a635b7
g3-073,3,4,anh_tam(3).zip,073.png,52–67 · ảnh 11/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Grammar 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1731,2e6ae3fedf1f4035a8c0c804011148e0dcbc69c2a7d13d699717476e274d26a5
g3-074,3,4,anh_tam(3).zip,074.png,52–67 · ảnh 12/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1838,8b3af87980d7ed742aa2bc3a0c7920c1550912f0eb0df8524bd529ae6c028e31
g3-075,3,4,anh_tam(3).zip,075.png,52–67 · ảnh 13/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Writing,clear,mapped,ocr_extracted_needs_review,book_source,1279,dd5c36f4bb06f392f890f05406f1407e55226e276aad62d150e92e817667423e
g3-076,3,4,anh_tam(3).zip,076.png,52–67 · ảnh 14/15; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Project | Review/Unit Check | CLIL/Content,clear,mapped,ocr_extracted_needs_review,book_source,2035,bfc1e4d280d004b4e12bc16bac065fddc98af0d31bfa9e897845fd92b0971e0f
g3-077,3,4,anh_tam(3).zip,077.png,52–67 · ảnh 15/15; số trang cụ thể cần đối chiếu trên ảnh,Khác,Khác | Writing | CLIL/Content,clear,mapped,ocr_extracted_needs_review,book_source,1097,1ed4b21bb3a1fad2e4aba820dc8f3ca7e9b75086dfaf8121da60e98b5a5e7d92
g3-078,3,5,anh_tam(3).zip,078.png,68–83 · ảnh 1/14; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question | CLIL/Content,clear,mapped,ocr_extracted_needs_review,book_source,865,f13ce3aebe39f63a699234cd2b597bf476f47d755957f76ddbb19c56aba586fd
g3-079,3,5,anh_tam(3).zip,079.png,68–83 · ảnh 2/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1148,79ef8ddb9cff59be55eaacbed4d1af87615fbf58671bc239b279c9b0fa93dc19
g3-080,3,5,anh_tam(3).zip,080.png,68–83 · ảnh 3/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1544,cd771b07f33e1e02b2782557052ea8243396b9979e2045646c69be2700c89664
g3-081,3,5,anh_tam(3).zip,081.png,68–83 · ảnh 4/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2197,7886c15605f3442a2b68baba104c64f29d6939a91a0a0223a439d685cb98dd22
g3-082,3,5,anh_tam(3).zip,082.png,68–83 · ảnh 5/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,1458,4c048ee53285b758b1a365251c4322fe277e5fa38ef4534e0f5a3970bf5bb28a
g3-083,3,5,anh_tam(3).zip,083.png,68–83 · ảnh 6/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | CLIL/Content | Grammar 1 | Listening | Speaking/Communication | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1394,fa6c4184835d5f31ad3663254dc30cde6f4eeeb5e1238b3b0cb5d4409bbbace7
g3-084,3,5,anh_tam(3).zip,084.png,68–83 · ảnh 7/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1084,e646bae8bbb0efb915dae6f08c4a64b191cce8475b28a2c20e3416d9a4d8d903
g3-085,3,5,anh_tam(3).zip,085.png,68–83 · ảnh 8/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Vocabulary 2 | Reading 2 | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1757,5c1873f1e2593c821e41579dde4d37d5103e698b17f101f86bdb6a945cc2b157
g3-086,3,5,anh_tam(3).zip,086.png,68–83 · ảnh 9/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Pronunciation | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1508,2bc42e373c101fa903f3c3e4a5c9253aad432d8449f7a7459de97e8d6b561a60
g3-087,3,5,anh_tam(3).zip,087.png,68–83 · ảnh 10/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,1948,65244f599589027d1c2f18e1c921ea9a01a0acea942be0dba350fdac8bc7a603
g3-088,3,5,anh_tam(3).zip,088.png,68–83 · ảnh 11/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Grammar 2 | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,1049,249bdeab9c18cbb470a7ba6bc59e92a524e03140c8074ec6884cb99e0bc90038
g3-089,3,5,anh_tam(3).zip,089.png,68–83 · ảnh 12/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,readable,mapped,mapped_from_manifest,book_source,1241,8fbb95f6c74e489e3dfd105303dbfff81dd538d868c5b79a1de01c8bfbb1a220
g3-090,3,5,anh_tam(3).zip,090.png,68–83 · ảnh 13/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Writing | Project,clear,mapped,ocr_extracted_needs_review,book_source,1874,9575a5cdd01c2d4780a5d3a35fb02d7633da1c04c7f96ba0c132156364a932b0
g3-091,3,5,anh_tam(3).zip,091.png,68–83 · ảnh 14/14; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,1299,263f33d56599c25c0b5c751485a73f15ee7bbe2db41d75ea8df2d9dbe85a19e5
g3-092,3,6,anh_tam(3).zip,092.png,84–99 · ảnh 1/14; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question | CLIL/Content,readable,mapped,ocr_extracted_needs_review,book_source,746,63601597c6f80b68ac8b174844dc379a641cecef994f26de85887cd3daea448e
g3-093,3,6,anh_tam(3).zip,093.png,84–99 · ảnh 2/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,980,cef1b724ecfce2c016987e7c3a8c786544f804c39af5c1248da3826e68af4371
g3-094,3,6,anh_tam(3).zip,094.png,84–99 · ảnh 3/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1373,897fc2e7d2048f7e61988a239ece44f766292c47ca00aaf32157640fde27dacc
g3-095,3,6,anh_tam(3).zip,095.png,84–99 · ảnh 4/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1839,77fb7f841f1fa804a187e2ecf7a73fcc2a5da448e5094ef166782616f6b81f6c
g3-096,3,6,anh_tam(3).zip,096.png,84–99 · ảnh 5/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,1460,3e432352f0f782eb181cd9f57abde75503911df11c18447c3f0bab7f35a1cf78
g3-097,3,6,anh_tam(3).zip,097.png,84–99 · ảnh 6/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | CLIL/Content | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1088,23a021763dc358d9bbb6f9381b8e2809d9d27bb0090791a675914622e91c9f84
g3-098,3,6,anh_tam(3).zip,098.png,84–99 · ảnh 7/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,1141,47a436ff5cac50cfca840aee38e0069e582804e2a6e1470863d0e66b78240932
g3-099,3,6,anh_tam(3).zip,099.png,84–99 · ảnh 8/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Vocabulary 2 | Reading 2 | Listening | Speaking/Communication | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1242,32c5f557e5c1498d2ebfc3d0fcf22247408d0cc88d5ca4db95f7c3f01e43a8fb
g3-100,3,6,anh_tam(3).zip,100.png,84–99 · ảnh 9/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Pronunciation | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1434,8259da297de1a4222203fa0808a3b6c8f7444627310d0678ea582f27a33e6d33
g3-101,3,6,anh_tam(3).zip,101.png,84–99 · ảnh 10/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2324,82461c429e2eb19f7eaab7171a0806ab61885540d3d3cf3f15b221e835c0866e
g3-102,3,6,anh_tam(3).zip,102.png,84–99 · ảnh 11/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Grammar 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1184,b0e4e115d64d1487b1364c7abe700452506fc830a9d7d91c6099c01aad87f95a
g3-103,3,6,anh_tam(3).zip,103.png,84–99 · ảnh 12/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,844,9e7718077f392a8f718b21a5a5a59196dce36573b9fc2089532f7867e4374f16
g3-104,3,6,anh_tam(3).zip,104.png,84–99 · ảnh 13/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Writing | Project,clear,mapped,ocr_extracted_needs_review,book_source,1587,2591a3bbef0034aded72459e7317f266434d2701ab7bcd43da1174c13fc58764
g3-105,3,6,anh_tam(3).zip,105.png,84–99 · ảnh 14/14; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,1673,5b662f05286f66b349ac7ab89986b3ae400e1f22e9efcda3a07b4ff2044bb8d5
g3-106,3,7,anh_tam(3).zip,106.png,100–115 · ảnh 1/14; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question | CLIL/Content,readable,mapped,ocr_extracted_needs_review,book_source,723,491942d309e02dd1c2dd6415533ebea24daf9a4c854f15b199689b55664da72f
g3-107,3,7,anh_tam(3).zip,107.png,100–115 · ảnh 2/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | CLIL/Content,readable,mapped,ocr_extracted_needs_review,book_source,661,8a9d5b78b48205d7455d1324dd6f18fe0fdbc6e46a6668398ef8da156f03ab23
g3-108,3,7,anh_tam(3).zip,108.png,100–115 · ảnh 3/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1138,54a0816282d0ec8572358a9c1cb0a793170945de819aa7592ff972ae785349f7
g3-109,3,7,anh_tam(3).zip,109.png,100–115 · ảnh 4/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1296,512863f6377ad59c255a05d5fb798c2bbf26ea75408c258ca8711ebc00ad8fce
g3-110,3,7,anh_tam(3).zip,110.png,100–115 · ảnh 5/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2400,3678629b2aee352a426fc05e77ab81f88c69bc734d860d0a867bcc932615d512
g3-111,3,7,anh_tam(3).zip,111.png,100–115 · ảnh 6/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | CLIL/Content | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1191,c41a8310d9d6dec29ef43d2e2503c3725a0165d243987b3ce6667dd16930a5f7
g3-112,3,7,anh_tam(3).zip,112.png,100–115 · ảnh 7/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,951,aa9f13eb8772c748c727720b4ca47e141c4d0347d07d40657a931f6c4e8f8ae9
g3-113,3,7,anh_tam(3).zip,113.png,100–115 · ảnh 8/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Vocabulary 2 | Reading 2 | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1189,4b594bcdd626942ecb02c80139ce52e4b6a8c09ffcc5e6c0d0502c636bd9e701
g3-114,3,7,anh_tam(3).zip,114.png,100–115 · ảnh 9/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Pronunciation | Reading 2 | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1423,74e21cd105d37e1e321ac081ba20cddf3c6edbc7c113b66462734863876cb36c
g3-115,3,7,anh_tam(3).zip,115.png,100–115 · ảnh 10/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2163,a2e1ac09bcc24c5af60824afb28523906d2684576f6e46322b14668235ae9cbd
g3-116,3,7,anh_tam(3).zip,116.png,100–115 · ảnh 11/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Grammar 2 | Speaking/Communication | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1932,945b5c65fcbc4e29f37129f692b2286e39faec6b09474782b50977ef5c7f72e0
g3-117,3,7,anh_tam(3).zip,117.png,100–115 · ảnh 12/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1929,1cc88782cc6e6ab21efba8a83f21f47e72e05b56bc9bb2ab7e8884af75a349b6
g3-118,3,7,anh_tam(3).zip,118.png,100–115 · ảnh 13/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Writing | Speaking/Communication | Project,clear,mapped,ocr_extracted_needs_review,book_source,1229,6478af251350bf37cc01ef2797875369fe11bc18691a34518879a7ed84c293c4
g3-119,3,7,anh_tam(3).zip,119.png,100–115 · ảnh 14/14; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,1900,45cf13384ad84e529c2233b3dc416225ff232441fd858a2e91415bb34391c340
g3-120,3,8,anh_tam(3).zip,120.png,116–131 · ảnh 1/15; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question | CLIL/Content,clear,mapped,ocr_extracted_needs_review,book_source,963,5e83e7d0ff409b52774f839e248cf56c6aba0eeb6fea945c6729143ad2f0c6d3
g3-121,3,8,anh_tam(3).zip,121.png,116–131 · ảnh 2/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | CLIL/Content,readable,mapped,ocr_extracted_needs_review,book_source,590,6c36e0b383416d60930f85a09b15f16b141c06103f63c0d4b0bbafe673223245
g3-122,3,8,anh_tam(3).zip,122.png,116–131 · ảnh 3/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1183,f647d0d7eba91bab792e53aeae62616a47483edd0d5ae3da30032b40e90fdd3d
g3-123,3,8,anh_tam(3).zip,123.png,116–131 · ảnh 4/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1401,d93f85482bb1fd3fe06a87c20c118483e4c20e6bd3ff8080099940bfc40ff1b4
g3-124,3,8,anh_tam(3).zip,124.png,116–131 · ảnh 5/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2277,f147f91043f49823bb8ae7406aea815b6c32aa99fc66f829eea6e3126b18f4e4
g3-125,3,8,anh_tam(3).zip,125.png,116–131 · ảnh 6/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | CLIL/Content | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,1121,4fb5bfe11804988ef7d1b2dd5c7ca51adf4627fba488b2a657fe6f49edd938d0
g3-126,3,8,anh_tam(3).zip,126.png,116–131 · ảnh 7/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1165,d22806f7f35db6567fa563ee46714c1e5760157f17fcb12cce7be172b1fde59a
g3-127,3,8,anh_tam(3).zip,127.png,116–131 · ảnh 8/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Vocabulary 2 | Reading 2 | Listening | Speaking/Communication | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1096,b96cef81bdcdd38e638671a5a512dab095ebb2959bc4f14f2da12f0c15689c0c
g3-128,3,8,anh_tam(3).zip,128.png,116–131 · ảnh 9/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Pronunciation | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1061,bc1b49ce2a8ef30aba3f55133a7f40b5bcc8f592ef75fa8a7308953a3aca15cb
g3-129,3,8,anh_tam(3).zip,129.png,116–131 · ảnh 10/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1393,626c205873710e8e6154470f0dee092995bf85dbfb7831ccc57ae5fc8d5e0ba1
g3-130,3,8,anh_tam(3).zip,130.png,116–131 · ảnh 11/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Grammar 2 | Speaking/Communication | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1387,cb495207de713f8b2fa83430ee0237cc25dc027409de25153f4c85f3253cee75
g3-131,3,8,anh_tam(3).zip,131.png,116–131 · ảnh 12/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1152,0fd5b1ee2507ef1f77f4239e71cfa19905b3aed2faa3fff548f532041735e5b4
g3-132,3,8,anh_tam(3).zip,132.png,116–131 · ảnh 13/15; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Writing | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1163,dd70631330051cf96a1d26295b51d6d0d139c118abfb522a687a6a3f2f18e0be
g3-133,3,8,anh_tam(3).zip,133.png,116–131 · ảnh 14/15; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Project | Review/Unit Check | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2207,c8ac0a75462994a72299e5efd2a0800050589a73b5584441d08272e0a77deaff
g3-134,3,8,anh_tam(3).zip,134.png,116–131 · ảnh 15/15; số trang cụ thể cần đối chiếu trên ảnh,Khác,Khác | Writing | Writing Skill,clear,mapped,ocr_extracted_needs_review,book_source,1238,32b7c1a0b66c4f5c9dbb5f2bd7374296cb09a721949de45f1f5cbf09e3674fe6
g3-135,3,9,anh_tam(3).zip,135.png,132–147 · ảnh 1/14; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question | CLIL/Content,clear,mapped,ocr_extracted_needs_review,book_source,836,977ef6d0689482f782cb8623a51839ef066215cdc511c56d6d924beb7c02db2a
g3-136,3,9,anh_tam(3).zip,136.png,132–147 · ảnh 2/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,998,cceb54f7d0ecb0bcf4923880f662b7c3799f5bca1d45b7602256fe6123681f5c
g3-137,3,9,anh_tam(3).zip,137.png,132–147 · ảnh 3/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1622,053c606bf228a72c5784befbe5f112a0a2653126608573ff7e6d33680f81bbf3
g3-138,3,9,anh_tam(3).zip,138.png,132–147 · ảnh 4/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,2053,e0e17e82c4d9b915b40b412b33e74d29d3f8bf7ffd2647afa93ed8c9e29d2d8d
g3-139,3,9,anh_tam(3).zip,139.png,132–147 · ảnh 5/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,2112,6f27441286176175b8c0dc07f0e110853a7df26236ddb987fa53cee5f501ee73
g3-140,3,9,anh_tam(3).zip,140.png,132–147 · ảnh 6/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | CLIL/Content | Speaking/Communication | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1265,9bde7939a8355dc2b0146d438405c48ca93ac490989d20f3cd110e16e27bdf8f
g3-141,3,9,anh_tam(3).zip,141.png,132–147 · ảnh 7/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication | Vocabulary 2 | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1180,d64dd10f2ffc1ae491fcd01a78483fe01f4c01406e4651035e5c27deb5640faa
g3-142,3,9,anh_tam(3).zip,142.png,132–147 · ảnh 8/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Vocabulary 2 | Reading 2 | Listening | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1137,85f162d4901ec73744cb46d138d518148dc0a1c122b47d37040972f380a62f9b
g3-143,3,9,anh_tam(3).zip,143.png,132–147 · ảnh 9/14; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Pronunciation | Reading 2 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1379,f699f1607a4f433265acaf849c64ec41c024d54d26e9f896cb57d345b35e2359
g3-144,3,9,anh_tam(3).zip,144.png,132–147 · ảnh 10/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,2327,7f3bf73e806c7f0087e94175bbe10860ae284039b7c83995d4cf2a792a0e45e1
g3-145,3,9,anh_tam(3).zip,145.png,132–147 · ảnh 11/14; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill | Grammar 2 | Vocabulary in Reading,readable,mapped,mapped_from_manifest,book_source,1577,98b565a6fb16fe19f4254e3f191a66e646a36a11080abd635c92876ff2cba463
g3-146,3,9,anh_tam(3).zip,146.png,132–147 · ảnh 12/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,readable,mapped,mapped_from_manifest,book_source,1378,9d6e16ed09c45bc4aaa39fbf63d03ed70829f10d7f1a337cd4d67b4e2057a479
g3-147,3,9,anh_tam(3).zip,147.png,132–147 · ảnh 13/14; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Writing | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,1776,e5780b3bad53633ad6f8ccc428fc65906552c48f9726657f1ed7cf24476d79ec
g3-148,3,9,anh_tam(3).zip,148.png,132–147 · ảnh 14/14; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,1622,4630d73a97b4c32c5262fb3709f45081d5ab8c735287f6212fde5edab1a3bbef
g3-149,3,10,anh_tam(3).zip,149.png,148–163 · ảnh 1/15; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question | CLIL/Content,clear,mapped,ocr_extracted_needs_review,book_source,900,1e41eb9cb0c6d5650195ce0719eea7cc30cc36927c9778bd3c3f7233f9b049ce
g3-150,3,10,anh_tam(3).zip,150.png,148–163 · ảnh 2/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,854,847554d8c773dc1c3ce8eaf251d51ed909f159e7003ebc85899e7e9fb8aad8d9
g3-151,3,10,anh_tam(3).zip,151.png,148–163 · ảnh 3/15; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1566,55ff421a345300db0f18bb49b0c4dd4b928c38bb63de18865fc96c465f2364be
g3-152,3,10,anh_tam(3).zip,152.png,148–163 · ảnh 4/15; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Vocabulary in Reading,clear,mapped,ocr_extracted_needs_review,book_source,1666,1b8871f7cb8358a08103c1eac0e4e83e38ddb852c1531307db58359ba958f736
