id,grade,unit,sourceZip,sourceImage,sourcePage,sectionType,sectionTypes,clarity,sourceStatus,verificationStatus,contentOrigin,ocrCharacterCount,sha256
b1-001,2,,anh_tam(1)(1).zip,frame_0001.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,766,8cd63085db744732518fb4cbe464fb4611251df60c9d24029db9beb872eb1e19
b1-002,2,,anh_tam(1)(1).zip,frame_0002.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,818,23173a75d17e9c330905fd3584d7949785f659f11d9884f80edba03ba798ccab
b1-003,2,,anh_tam(1)(1).zip,frame_0003.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,1831,94a17b75a54b22bcef5ca8d05209c1ea41224ec0955b983cd82aa22f703bce4c
b1-004,2,,anh_tam(1)(1).zip,frame_0004.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,3183,4ad20d77ac515ff07ae737f4d5de186d4974e35d3fa8362cc314dd4b77b9fde7
b1-005,2,,anh_tam(1)(1).zip,frame_0005.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,2247,4a514805fc8a9cfc8703997196266074361e8b09d8df3a52cc0a3e33c3547d77
b1-006,2,,anh_tam(1)(1).zip,frame_0006.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,1748,c6947ce3e380e7150bb9b4b1cb792b3352c9da7ebbc8b8fc29b30ffd54169da8
b1-007,2,,anh_tam(1)(1).zip,frame_0007.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,2121,e888488eb77a7b4a0f7c8696257381de094e22551a779537d84b95a7cf42628c
b1-008,2,,anh_tam(1)(1).zip,frame_0008.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,1791,f53d73c01090e42af962e10acaa08183e7f4b4e5cf8dd141b03def2b6d25976b
b1-009,2,,anh_tam(1)(1).zip,frame_0009.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,2509,e74c07aa9b823903b3caef9e5b8e3e08ddcb096b8d5436cb9eae6853e15a7e56
b1-010,2,,anh_tam(1)(1).zip,frame_0010.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,2628,1da3e620e8a6a8d4e78276e3a5ca1a96d217f0de519a2e33e2fd7244eb9f00f4
b1-011,2,,anh_tam(1)(1).zip,frame_0011.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,1860,4ffb032e9f6e7c58fd1dcd17a6b88fd59a5c38e30c2ded44b9721d028d63ceb6
b1-012,2,,anh_tam(1)(1).zip,frame_0012.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,2074,c666f9ccd47896a4581973f76ce29fa457e5092ff4e484c3889b6b33f913fa10
b1-013,2,,anh_tam(1)(1).zip,frame_0013.png,,Khác,Khác,needs_review,front_matter,needs_review,book_source,1687,58310a6ef4368e68515fdd26e21b612c93dfa5427865a9429e7fea60ad2dea2a
b1-014,2,1,anh_tam(1)(1).zip,frame_0014.png,4–19 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,1549,767c3ea758cfa8f9d65aa247f3adad1af1344a45f6bd511b0ee898a43d7ec41d
b1-015,2,1,anh_tam(1)(1).zip,frame_0015.png,4–19 · ảnh 2/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1745,1ced119f002ca45b4e8ee93f2f556337226419fa11486be881a11ea6a514d2d3
b1-016,2,1,anh_tam(1)(1).zip,frame_0016.png,4–19 · ảnh 3/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,1956,a6b7b9f0a5899d173af7a8a19443b39a730bca32333de15d5a2698a61f743d67
b1-017,2,1,anh_tam(1)(1).zip,frame_0017.png,4–19 · ảnh 4/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2375,c074da9910b61d15d6216f7377b05cf0e010eb36a39bc7c62e0e19ea32bb32bb
b1-018,2,1,anh_tam(1)(1).zip,frame_0018.png,4–19 · ảnh 5/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2290,353aecb1146239f15e3e857626c8ab292fd2155cebc555254d8b979e15f99123
b1-019,2,1,anh_tam(1)(1).zip,frame_0019.png,4–19 · ảnh 6/12; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2277,2fb607d6b2828c917f4209331b7e26cafacd0b360402c7d920e95c7d9288e4bc
b1-020,2,1,anh_tam(1)(1).zip,frame_0020.png,4–19 · ảnh 7/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,1853,69148e529f5a043fe9db0df0ef81508d85024f311ca95625d36d5c5d434c7bf3
b1-021,2,1,anh_tam(1)(1).zip,frame_0021.png,4–19 · ảnh 8/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,1841,e5a1c054f99bfe7eb5eaae6857180f81a16dbe3b0db58d1be6cc11bc93dc0b5a
b1-022,2,1,anh_tam(1)(1).zip,frame_0022.png,4–19 · ảnh 9/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2 | Speaking/Communication | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2062,01a890ae1446bfa9957d052916ff5761c413dd59002b591d5ec3e4d87a23113d
b1-023,2,1,anh_tam(1)(1).zip,frame_0023.png,4–19 · ảnh 10/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2159,d2557da73ad67651be875719f7bc7f1086f22a48c0cfb30aa5acd51a4c66f17d
b1-024,2,1,anh_tam(1)(1).zip,frame_0024.png,4–19 · ảnh 11/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2774,0c6b5a751db2c66ec3159df5abc4663b61d28038aa7aaa174fd809e7aa531e1f
b1-025,2,1,anh_tam(1)(1).zip,frame_0025.png,4–19 · ảnh 12/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2594,d74ec2c83e0416f1ead9561d26fe0d98a4b622165737f430d9eb0929181d884e
b1-026,2,2,anh_tam(1)(1).zip,frame_0026.png,20–35 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,1731,c2e604fa6b611264a15de95bc8a40c383c4f607ac0ba5a66a2477c4fff097c88
b1-027,2,2,anh_tam(1)(1).zip,frame_0027.png,20–35 · ảnh 2/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1735,9568002fef14971a0b15a9a47a95e7d772bd10438ba9f671a7863c128c51cc56
b1-028,2,2,anh_tam(1)(1).zip,frame_0028.png,20–35 · ảnh 3/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,1765,b8728822c4cc5bcbb122e1dc52ac53c50379250c4cb451a738f515d7e9db0975
b1-029,2,2,anh_tam(1)(1).zip,frame_0029.png,20–35 · ảnh 4/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2142,fb86de61fc2e14e1706c08e7c0f7c2aecedfe8880f33589e5aa025ce47942266
b1-030,2,2,anh_tam(1)(1).zip,frame_0030.png,20–35 · ảnh 5/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2265,a19861f8fe964d356ddba9f881ac3c103f21a366fa74dd2045869a4f532879e1
b1-031,2,2,anh_tam(1)(1).zip,frame_0031.png,20–35 · ảnh 6/12; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2003,15d0201e9be09b721e7be558e2d7eb3336adde56482010ab99dbe6e7824d8a1f
b1-032,2,2,anh_tam(1)(1).zip,frame_0032.png,20–35 · ảnh 7/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2 | Listening,clear,mapped,ocr_extracted_needs_review,book_source,1628,084fefb1c9c5aab52f3ba94404d1b40c098dbac1de15dc69f0fc1a4056f9aaba
b1-033,2,2,anh_tam(1)(1).zip,frame_0033.png,20–35 · ảnh 8/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2711,28a3fc40eb69141fe49c50b155d5927638f3a134200f20ec381c0ca9cc4268d2
b1-034,2,2,anh_tam(1)(1).zip,frame_0034.png,20–35 · ảnh 9/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2,clear,mapped,ocr_extracted_needs_review,book_source,2433,d6248b11ff5da5b0a9cde073dd5820e0502335adde18108f867e70cae14f5df6
b1-035,2,2,anh_tam(1)(1).zip,frame_0035.png,20–35 · ảnh 10/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1866,73c4cfd0d5bac8dbd957d8bedeca320610a045b07b686e780f14dcab8965343f
b1-036,2,2,anh_tam(1)(1).zip,frame_0036.png,20–35 · ảnh 11/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2263,5e010fd7bc800e298e738b33d903d4d2a0ec5b7a9b48d3f52c697744506720ba
b1-037,2,2,anh_tam(1)(1).zip,frame_0037.png,20–35 · ảnh 12/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2122,4e178a3440f16c9a903bdffaac91e1c6284801424c787e2d823c3667680345e6
b1-038,2,3,anh_tam(1)(1).zip,frame_0038.png,36–51 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,1674,727572238b550eac0df633b6b689e667a5053b6b7cd4767a8682740f3598383a
b1-039,2,3,anh_tam(1)(1).zip,frame_0039.png,36–51 · ảnh 2/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1518,668d4449c154390c95ed19a44343171301cf164f65073a4197bfae15a234e08c
b1-040,2,3,anh_tam(1)(1).zip,frame_0040.png,36–51 · ảnh 3/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,1619,3e2816cf369f0dce60968bcdf7363697452bcc6dd762969b02c198e4e7e1c274
b1-041,2,3,anh_tam(1)(1).zip,frame_0041.png,36–51 · ảnh 4/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2007,95f6aad94216b6ffe607a51c8ee3b956601a18758e7376f55ab1197c3f6ae498
b1-042,2,3,anh_tam(1)(1).zip,frame_0042.png,36–51 · ảnh 5/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1861,b2906970d81827bede53c6f0f63093ca23aa2cee295c75da25c5c73c1f1329d8
b1-043,2,3,anh_tam(1)(1).zip,frame_0043.png,36–51 · ảnh 6/12; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1513,ca3abbe61ade265bb305f69a7e31bd6ce111de3979517762ce018d52b32f7314
b1-044,2,3,anh_tam(1)(1).zip,frame_0044.png,36–51 · ảnh 7/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,1383,0e814b2b1980d2f1d805ce0375aa7c8b85ef414d6d47dccc29165c7e0ae6f726
b1-045,2,3,anh_tam(1)(1).zip,frame_0045.png,36–51 · ảnh 8/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2044,d75a392d42f87691a0b6c4ab37705a8b042f68b685c371fecbec79601e373a0a
b1-046,2,3,anh_tam(1)(1).zip,frame_0046.png,36–51 · ảnh 9/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2,clear,mapped,ocr_extracted_needs_review,book_source,2492,32b9cdbfe4bdfff5c3a94edb3f4c9732a8955a9ddc238ed66a52cc7580bf0fd8
b1-047,2,3,anh_tam(1)(1).zip,frame_0047.png,36–51 · ảnh 10/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1696,a64a5495fb90fda4a1b8b3a0fde2ec36322c775068b89d4e12d561b0e60be4d2
b1-048,2,3,anh_tam(1)(1).zip,frame_0048.png,36–51 · ảnh 11/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Speaking/Communication | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2198,29774cba73da2c5f1284e664d1d1e937eb69b5f9780afb19666f955cdcc5484f
b1-049,2,3,anh_tam(1)(1).zip,frame_0049.png,36–51 · ảnh 12/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check | Writing Skill,clear,mapped,ocr_extracted_needs_review,book_source,2179,a27e6180d42c8d02071bae96fc2c59c2705ed292c0af91971ae590420f0adf6a
b1-050,2,4,anh_tam(1)(1).zip,frame_0050.png,52–67 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,1503,354510f482d5845b6f3cafa9a59268f6a82fed5d7f04b3fd42ee9d3633d7f669
b1-051,2,4,anh_tam(1)(1).zip,frame_0051.png,52–67 · ảnh 2/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1701,a38916351bcb92fc597287466e87bdadef56f377e680951cafb3207d4d9800fd
b1-052,2,4,anh_tam(1)(1).zip,frame_0052.png,52–67 · ảnh 3/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,1610,892cdafb02a494434f32bb33157468134a880511453af21aacae736ec4cfc8a7
b1-053,2,4,anh_tam(1)(1).zip,frame_0053.png,52–67 · ảnh 4/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2139,83cb94b2cf69dd447d47595a795bfe79a547cb0736ed0220a5481cff96f20877
b1-054,2,4,anh_tam(1)(1).zip,frame_0054.png,52–67 · ảnh 5/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2100,9315e03a332a206fd9b340903c40dcde256e5fcf073ff3fab0e114014a033d45
b1-055,2,4,anh_tam(1)(1).zip,frame_0055.png,52–67 · ảnh 6/12; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,1678,04853be4a04580ba925bf83c4317a422faa97f01c324946eed309d0987cd8eaf
b1-056,2,4,anh_tam(1)(1).zip,frame_0056.png,52–67 · ảnh 7/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,1497,d5801aeaa347cf692b11c560a0df79eb497c87c6fa49c37840308c6ddfb24206
b1-057,2,4,anh_tam(1)(1).zip,frame_0057.png,52–67 · ảnh 8/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,1986,60ca3ae1343db0b423cfc304f4112bfe586123fa5d71e3f902deb9f5bba05d77
b1-058,2,4,anh_tam(1)(1).zip,frame_0058.png,52–67 · ảnh 9/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2,clear,mapped,ocr_extracted_needs_review,book_source,1969,bca887c468a1dab48d014eb266923f09ce2f2fc33318aa4121451758aae90d37
b1-059,2,4,anh_tam(1)(1).zip,frame_0059.png,52–67 · ảnh 10/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2077,2ccf98f727aa93aca2353a1b5630c357f898464ee510d83d03ce33c905514495
b1-060,2,4,anh_tam(1)(1).zip,frame_0060.png,52–67 · ảnh 11/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2423,0b4f9b6aff27199ba127a397c06a87fe3a4fba487dcbffd54b851a2a4de79d70
b1-061,2,4,anh_tam(1)(1).zip,frame_0061.png,52–67 · ảnh 12/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2464,11462e1f4f5f247124500deb9e5ccdd0478a0f3fd1bac175d8781f9e89909ef0
b1-062,2,5,anh_tam(1)(1).zip,frame_0062.png,68–83 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,1917,f397ba713dc6eb4b57a94ddb5de54cd90564ea16d7c8d962deb60110748269a0
b1-063,2,5,anh_tam(1)(1).zip,frame_0063.png,68–83 · ảnh 2/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1800,2f2edca86c630ec57ec2926a3679010937873b54d1f8cf704c5959907e0e065e
b1-064,2,5,anh_tam(1)(1).zip,frame_0064.png,68–83 · ảnh 3/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,1907,5168dea77a7afddca316ff76dd6112bf7e046a588d31f12e29f3a64051cc9e21
b1-065,2,5,anh_tam(1)(1).zip,frame_0065.png,68–83 · ảnh 4/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2528,4f576c33ded9cdbe823c99998bcc59d5c7019071b1d13c81b8caca62d7aae844
b1-066,2,5,anh_tam(1)(1).zip,frame_0066.png,68–83 · ảnh 5/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2424,cafa917197e4f393c7bdbe3625968b67d09d6ce7d89523f058209c360e686c81
b1-067,2,5,anh_tam(1)(1).zip,frame_0067.png,68–83 · ảnh 6/12; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2,clear,mapped,ocr_extracted_needs_review,book_source,1733,6984ba219fac9be35c40367a62d2e2a1ea0b81c824cca90c54dec052c02fcc4a
b1-068,2,5,anh_tam(1)(1).zip,frame_0068.png,68–83 · ảnh 7/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,2039,e96dddaf95410041a630fd7a7c6eeb3a1c678cda3b6921ad163475701daf0e15
b1-069,2,5,anh_tam(1)(1).zip,frame_0069.png,68–83 · ảnh 8/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2483,ec16dbbf6c0d6a87903d2e3f81a78b1b4be4d8da480861bacd0df176517784aa
b1-070,2,5,anh_tam(1)(1).zip,frame_0070.png,68–83 · ảnh 9/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2346,d718e4f0a61030d32f915e0b0b42add480c122a40267cf748c1ac121e43f2769
b1-071,2,5,anh_tam(1)(1).zip,frame_0071.png,68–83 · ảnh 10/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2180,526d72b9fb193c2ba13e72987f7c2bba8ff9192b4c54509a9f1882bf289296a9
b1-072,2,5,anh_tam(1)(1).zip,frame_0072.png,68–83 · ảnh 11/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2544,2024642f93f2baf91a4ea7f88ef4004968ae12a1c5166f077997ee56072b81b0
b1-073,2,5,anh_tam(1)(1).zip,frame_0073.png,68–83 · ảnh 12/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,2515,93445ea0974ab9c887af8dbac39d397a9b1422b0a746dfd41f8d118695dfbef5
b1-074,2,6,anh_tam(1)(1).zip,frame_0074.png,84–99 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,1818,71a3d769821f93ec0a3a3dd329d8cc2c64da6c5dfac92e48d1936892e84be2c2
b1-075,2,6,anh_tam(1)(1).zip,frame_0075.png,84–99 · ảnh 2/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1627,6222418f5dc99865812517b5435ce2959d62fddc99de0c483ba44012e8731056
b1-076,2,6,anh_tam(1)(1).zip,frame_0076.png,84–99 · ảnh 3/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,1557,991cd479665c90c80cc8c73ae4f6d2e8bf8006963fd6221f149623a119a7f411
b1-077,2,6,anh_tam(1)(1).zip,frame_0077.png,84–99 · ảnh 4/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2509,f9656fc1e64bfe3978cd2de2323e19431be41ed5455e34fd34c2ee73077dcbb9
b1-078,2,6,anh_tam(1)(1).zip,frame_0078.png,84–99 · ảnh 5/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2599,f529a770d100afc9275685551ec9402639d98c4a61453eb0e2bc32479c35ff3d
b1-079,2,6,anh_tam(1)(1).zip,frame_0079.png,84–99 · ảnh 6/12; số trang cụ thể cần đối chiếu trên ảnh,Listening,Listening | Vocabulary 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1716,5a590fbbc07a65851318f44b292a2c3286dc743a3291e94d3733ff595bbac5f3
b1-080,2,6,anh_tam(1)(1).zip,frame_0080.png,84–99 · ảnh 7/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 2,Vocabulary 2 | Reading 2,clear,mapped,ocr_extracted_needs_review,book_source,1540,c9d8aa5e25f9565dd39a2201463e60beb3728f6416ae964badca751583b8a932
b1-081,2,6,anh_tam(1)(1).zip,frame_0081.png,84–99 · ảnh 8/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2392,ef250d10c85e6b31a536c203d6e5dd908d5b34bbe36c87456631eb8627eed7ad
b1-082,2,6,anh_tam(1)(1).zip,frame_0082.png,84–99 · ảnh 9/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 2,Reading 2 | Grammar 2 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2598,7943d0f8cfa5848d88bb59f9e7edce3b8a32fc14549d889099324d17a64910aa
b1-083,2,6,anh_tam(1)(1).zip,frame_0083.png,84–99 · ảnh 10/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 2,Grammar 2 | Grammar Practice 2 | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,1628,3c585c3489e59bd6fc19e40c96b4b768d9e37824e2c31c262c6720f4147baf32
b1-084,2,6,anh_tam(1)(1).zip,frame_0084.png,84–99 · ảnh 11/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Writing Skill | Project | Review/Unit Check,clear,mapped,ocr_extracted_needs_review,book_source,1918,7253063d5efd20c1faf3d08d4e7a241bd6157ac82fba539043f9a9b0310db5b1
b1-085,2,6,anh_tam(1)(1).zip,frame_0085.png,84–99 · ảnh 12/12; số trang cụ thể cần đối chiếu trên ảnh,Writing,Writing | Value | Project | Review/Unit Check | Speaking/Communication | Writing Skill,clear,mapped,ocr_extracted_needs_review,book_source,2242,2754bc62bfef97995ee1b69f7a866554fdbaadb40c5cdd0c2782af2235cfa144
b1-086,2,7,anh_tam(1)(1).zip,frame_0086.png,100–115 · ảnh 1/12; số trang cụ thể cần đối chiếu trên ảnh,Big Question,Big Question,clear,mapped,ocr_extracted_needs_review,book_source,1840,51800d46635fe0d530cfe8a3818eb0cf54171e34d7bb8b914fea0d7981ec505f
b1-087,2,7,anh_tam(1)(1).zip,frame_0087.png,100–115 · ảnh 2/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1,clear,mapped,ocr_extracted_needs_review,book_source,1700,4b878ce40a3710ce772a138f4e359a87fc01e5c78542c7b0dac2815dd5eb5e4c
b1-088,2,7,anh_tam(1)(1).zip,frame_0088.png,100–115 · ảnh 3/12; số trang cụ thể cần đối chiếu trên ảnh,Vocabulary 1,Vocabulary 1 | Reading 1,clear,mapped,ocr_extracted_needs_review,book_source,1491,a24a7732287e5d2a7234e08acd2219198437ea32036f49fa0830acca1373a684
b1-089,2,7,anh_tam(1)(1).zip,frame_0089.png,100–115 · ảnh 4/12; số trang cụ thể cần đối chiếu trên ảnh,Reading 1,Reading 1 | Reading Skill,clear,mapped,ocr_extracted_needs_review,book_source,2281,dd555e84af3d19a9bde4666d52143dd6cc5ac213773763d21746fd2a05631ade
b1-090,2,7,anh_tam(1)(1).zip,frame_0090.png,100–115 · ảnh 5/12; số trang cụ thể cần đối chiếu trên ảnh,Grammar 1,Grammar 1 | Grammar Practice 1 | Listening | Speaking/Communication,clear,mapped,ocr_extracted_needs_review,book_source,2424,1f43bff388640cbac5f7d7721790fb8fe25e3370401b08146fb6ac8c7e4dcd4b
